Overall Position,Gender Position,Category Position,Category,Race No,Country ,Official Time,Net Time,10km Time,Half Way Time,30km Time
2144,1924,2144,MR1,A4186,Hong Kong SAR,4:39:57,4:38:49,1:03:59,2:12:43,3:09:59
2145,1925,2145,MR1,A2938,Hong Kong SAR,4:39:57,4:35:23,1:09:44,2:20:44,3:16:58
2146,221,2146,MR1,A8185,China,4:39:58,4:35:38,1:12:40,2:16:22,3:14:06
2147,1926,2147,MR1,A2795,Hong Kong SAR,4:39:59,4:37:08,1:08:17,2:16:53,3:12:51
2148,1927,2148,MR1,A8137,China,4:40:00,4:38:20,1:05:21,2:18:23,3:13:58
2149,1928,2149,MR1,A3055,China,4:40:01,4:37:50,1:01:42,2:05:19,3:02:45
2150,1929,2150,MR1,A7825,China,4:40:02,4:37:40,1:09:31,2:19:26,3:19:55
2151,222,2151,MR1,A6840,Hong Kong SAR,4:40:03,4:35:12,1:09:54,2:17:49,3:13:45
2152,1930,2152,MR1,A7610,Hong Kong SAR,4:40:04,4:40:04,0:59:43,2:03:31,3:07:13
2153,1931,2153,MR1,A7330,Malaysia,4:40:04,4:39:05,1:09:14,2:22:01,3:19:49
2154,223,2154,MR1,A5741,China,4:40:04,4:36:31,1:08:14,2:15:29,3:12:41
2155,1932,2155,MR1,A2832,Hong Kong SAR,4:40:05,4:35:52,1:10:10,2:18:43,3:13:36
2156,1933,2156,MR1,A4283,China,4:40:05,4:39:21,0:58:05,2:02:19,3:02:42
2157,1934,2157,MR1,A0790,Hong Kong SAR,4:40:06,4:39:17,1:07:10,2:19:46,3:18:34
2158,1935,2158,MR1,A5225,Hong Kong SAR,4:40:07,4:36:26,0:59:53,2:05:02,3:04:00
2159,1936,2159,MR1,A2684,Hong Kong SAR,4:40:08,4:38:26,1:02:10,2:08:08,3:07:59
2160,1937,2160,MR1,A3312,Hong Kong SAR,4:40:09,4:35:56,1:07:49,2:10:33,3:01:31
2161,1938,2161,MR1,A7336,Hong Kong SAR,4:40:12,4:34:59,1:08:55,2:16:15,3:11:19
2162,1939,2162,MR1,A7595,Hong Kong SAR,4:40:13,4:36:55,1:07:14,2:12:34,3:12:15
2163,1940,2163,MR1,A3442,Hong Kong SAR,4:40:13,4:35:07,1:13:07,2:21:09,3:16:20
2164,1941,2164,MR1,A6166,Macao SAR,4:40:14,4:37:59,1:05:13,2:11:07,3:06:14
2165,1942,2165,MR1,A3959,Hong Kong SAR,4:40:16,4:36:25,1:06:45,2:13:44,3:10:18
2166,1943,2166,MR1,A0233,Hong Kong SAR,4:40:17,4:35:43,1:08:19,2:14:58,3:12:13
2167,1944,2167,MR1,A7074,Hong Kong SAR,4:40:18,4:40:11,0:52:58,1:58:43,2:58:03
2168,1945,2168,MR1,A3286,Hong Kong SAR,4:40:18,4:34:45,1:08:22,2:11:00,3:04:24
2169,224,2169,MR1,A4033,Hong Kong SAR,4:40:19,4:37:22,1:05:34,2:09:53,3:02:15
2170,225,2170,MR1,A0720,Hong Kong SAR,4:40:19,4:37:15,1:12:34,2:22:08,3:24:08
2171,1946,2171,MR1,A4054,Hong Kong SAR,4:40:20,4:39:35,1:00:48,2:07:24,3:08:49
2172,1947,2172,MR1,A8841,Japan,4:40:23,4:37:41,1:11:58,2:23:56,3:18:22
2173,1948,2173,MR1,A0924,Macao SAR,4:40:24,4:35:02,1:14:02,2:25:28,3:20:39
2174,1949,2174,MR1,A6048,China,4:40:25,4:38:46,0:58:56,2:00:30,2:56:29
2175,1950,2175,MR1,A2865,Hong Kong SAR,4:40:28,4:34:51,1:13:14,2:20:36,3:14:36
2176,1951,2176,MR1,A6983,Hong Kong SAR,4:40:28,4:39:07,0:54:08,1:59:38,3:02:03
2177,226,2177,MR1,A5500,Hong Kong SAR,4:40:29,4:38:37,1:06:48,2:15:40,3:15:21
2178,1952,2178,MR1,A0827,Malaysia,4:40:30,4:35:27,1:14:38,2:24:46,3:20:54
2179,1953,2179,MR1,A3859,Hong Kong SAR,4:40:31,4:38:56,1:05:35,2:13:25,3:12:05
2180,1954,2180,MR1,A8501,China,4:40:32,4:34:51,1:11:05,2:16:39,3:11:09
2181,1955,2181,MR1,A3133,United Kingdom,4:40:33,4:38:00,1:15:50,2:29:48,3:26:56
2182,1956,2182,MR1,A0516,Hong Kong SAR,4:40:33,4:38:30,1:08:05,2:18:06,3:17:36
2183,227,2183,MR1,A2094,Hong Kong SAR,4:40:33,4:39:50,1:06:29,2:17:33,3:15:59
2184,1957,2184,MR1,A7313,Hong Kong SAR,4:40:34,4:36:26,1:03:44,2:08:06,3:08:48
2185,228,2185,MR1,A8076,Hong Kong SAR,4:40:36,4:37:53,1:05:21,2:14:31,3:13:41
2186,1958,2186,MR1,A5060,Hong Kong SAR,4:40:37,4:37:45,1:05:00,2:10:57,3:08:36
2187,1959,2187,MR1,A8706,Japan,4:40:39,4:37:37,1:07:00,2:14:21,3:12:29
2188,1960,2188,MR1,A4162,Hong Kong SAR,4:40:40,4:34:33,1:15:03,2:25:37,3:20:40
2189,229,2189,MR1,A1284,Hong Kong SAR,4:40:40,4:35:49,1:14:19,2:24:46,
2190,1961,2190,MR1,A8381,Hong Kong SAR,4:40:41,4:39:25,1:05:44,2:16:33,3:15:39
2191,1962,2191,MR1,A0593,Malaysia,4:40:44,4:40:28,1:07:09,2:18:12,3:17:40
2192,1963,2192,MR1,A2011,Hong Kong SAR,4:40:45,4:36:08,1:05:00,2:11:10,3:06:53
2193,1964,2193,MR1,A3975,Hong Kong SAR,4:40:47,4:38:50,1:02:52,2:05:22,2:59:34
2194,1965,2194,MR1,A8559,Hong Kong SAR,4:40:50,4:36:28,1:10:52,2:19:28,3:16:32
2195,1966,2195,MR1,A7397,China,4:40:50,4:36:06,1:08:07,2:13:12,3:10:41
2196,1967,2196,MR1,A6809,Hong Kong SAR,4:40:52,4:39:06,0:58:14,2:06:21,3:06:44
2197,1968,2197,MR1,A6238,Hong Kong SAR,4:40:52,4:40:37,1:06:44,2:14:56,3:11:46
2198,1969,2198,MR1,A7032,Hong Kong SAR,4:40:54,4:40:06,1:02:37,2:11:57,3:09:47
2199,230,2199,MR1,A8629,China,4:40:59,4:37:19,1:05:58,2:13:23,3:12:44
2200,1970,2200,MR1,A0110,Hong Kong SAR,4:41:00,4:35:59,1:05:08,2:07:50,3:05:32
2201,1971,2201,MR1,A6052,United Kingdom,4:41:03,4:41:01,1:03:53,2:14:05,3:13:16
2202,1972,2202,MR1,A2689,United Kingdom,4:41:03,4:38:10,1:01:52,2:06:36,3:03:58
2203,1973,2203,MR1,A6038,Hong Kong SAR,4:41:04,4:38:40,0:58:50,2:01:56,3:02:11
2204,1974,2204,MR1,A9109,China,4:41:05,4:39:38,1:06:28,2:16:13,3:16:56
2205,1975,2205,MR1,A4509,China,4:41:06,4:40:36,1:01:14,2:06:52,3:03:34
2206,1976,2206,MR1,A1774,Hong Kong SAR,4:41:07,4:36:10,1:01:37,2:03:01,3:00:53
2207,231,2207,MR1,A4101,China,4:41:07,4:40:26,1:01:49,2:12:34,3:12:35
2208,1977,2208,MR1,A6030,China,4:41:07,4:40:22,1:01:44,2:07:53,3:06:07
2209,1978,2209,MR1,A4581,Hong Kong SAR,4:41:08,4:38:09,1:09:38,2:18:46,3:16:02
2210,1979,2210,MR1,A1670,Hong Kong SAR,4:41:08,4:35:08,1:16:10,2:28:53,3:25:52
2211,1980,2211,MR1,A0460,Hong Kong SAR,4:41:08,4:37:00,1:12:41,2:24:39,3:21:58
2212,1981,2212,MR1,A8094,Hong Kong SAR,4:41:08,4:36:56,1:09:43,2:18:18,3:16:31
2213,232,2213,MR1,A5908,Hong Kong SAR,4:41:10,4:35:22,1:15:37,2:29:27,3:27:06
2214,1982,2214,MR1,A7084,China,4:41:11,4:38:06,1:07:48,2:15:20,3:14:01
2215,1983,2215,MR1,A0050,China,4:41:11,4:39:11,1:00:56,2:05:14,3:12:18
2216,1984,2216,MR1,A5797,Hong Kong SAR,4:41:13,4:38:37,1:12:26,2:25:21,3:20:28
2217,1985,2217,MR1,A7037,China,4:41:15,4:38:37,1:03:02,2:06:36,3:07:08
2218,1986,2218,MR1,A8886,Japan,4:41:17,4:40:58,0:56:36,2:03:05,3:02:02
2219,1987,2219,MR1,A0443,China,4:41:18,4:39:52,0:59:31,2:04:51,3:05:31
2220,1988,2220,MR1,A5917,Hong Kong SAR,4:41:19,4:39:02,1:06:42,2:15:13,3:16:01
2221,1989,2221,MR1,A4757,China,4:41:20,4:40:04,1:05:22,2:13:15,3:10:07
2222,1990,2222,MR1,A3542,Hong Kong SAR,4:41:20,4:36:07,1:07:43,2:09:58,3:04:35
2223,1991,2223,MR1,A0675,Hong Kong SAR,4:41:23,4:38:47,1:04:16,2:08:45,3:12:46
2224,1992,2224,MR1,A8351,China,4:41:23,4:40:15,1:05:31,2:13:05,3:10:59
2225,233,2225,MR1,A8642,China,4:41:24,4:41:01,1:05:27,2:17:17,3:18:29
2226,1993,2226,MR1,A0498,China,4:41:24,4:37:18,1:08:58,2:17:38,3:14:23
2227,1994,2227,MR1,A7855,Hong Kong SAR,4:41:26,4:40:21,0:57:05,2:00:16,2:58:36
2228,234,2228,MR1,A6471,Hong Kong SAR,4:41:26,4:37:02,1:10:19,2:20:44,3:19:34
2229,1995,2229,MR1,A1435,Hong Kong SAR,4:41:28,4:37:58,1:07:52,2:20:45,3:12:48
2230,1996,2230,MR1,A2663,Hong Kong SAR,4:41:29,4:36:47,1:10:58,2:18:30,3:15:16
2231,235,2231,MR1,A4287,China,4:41:29,4:40:49,1:04:51,2:15:31,3:15:20
2232,1997,2232,MR1,A2672,Hong Kong SAR,4:41:32,4:39:24,1:05:10,2:13:14,3:09:58
2233,1998,2233,MR1,A9193,Australia,4:41:33,4:39:50,1:01:52,2:10:21,3:11:11
2234,1999,2234,MR1,A2131,China,4:41:34,4:39:17,0:57:15,1:55:20,2:43:10
2235,236,2235,MR1,A1607,China,4:41:37,4:38:19,1:11:17,2:23:00,3:20:07
2236,237,2236,MR1,A0857,Hong Kong SAR,4:41:38,4:36:11,1:13:07,2:21:54,3:20:01
2237,2000,2237,MR1,A4384,Hong Kong SAR,4:41:40,4:35:44,1:13:16,2:23:11,3:19:28
2238,2001,2238,MR1,A8181,China,4:41:41,4:38:40,1:06:18,2:15:13,3:14:01
2239,2002,2239,MR1,A2306,Hong Kong SAR,4:41:41,4:39:06,1:11:17,2:18:19,3:16:21
2240,2003,2240,MR1,A6432,Hong Kong SAR,4:41:43,4:38:28,1:03:17,2:09:29,3:10:26
2241,2004,2241,MR1,A8614,China,4:41:46,4:41:42,0:56:00,1:57:42,2:59:32
2242,2005,2242,MR1,A5066,Hong Kong SAR,4:41:46,4:35:47,1:13:39,2:22:41,3:17:40
2243,2006,2243,MR1,A0215,Hong Kong SAR,4:41:48,4:35:36,1:08:57,2:20:35,3:20:17
2244,238,2244,MR1,A5358,Hong Kong SAR,4:41:49,4:38:45,1:09:08,2:20:27,3:19:15
2245,239,2245,MR1,A1472,China,4:41:49,4:40:20,1:03:50,2:15:57,3:16:43
2246,2007,2246,MR1,A3564,Hong Kong SAR,4:41:49,4:37:38,1:12:42,2:22:04,3:18:42
2247,2008,2247,MR1,A2246,Hong Kong SAR,4:41:50,4:37:22,1:09:15,2:09:37,3:09:53
2248,2009,2248,MR1,A8130,Hong Kong SAR,4:41:52,4:41:18,0:53:55,1:56:38,2:55:23
2249,2010,2249,MR1,A7532,Hong Kong SAR,4:41:57,4:36:56,1:11:21,2:18:31,3:13:14
2250,240,2250,MR1,A6798,China,4:41:58,4:39:15,1:05:42,2:13:14,3:10:39
2251,2011,2251,MR1,A6680,Hong Kong SAR,4:41:59,4:38:57,1:05:46,2:11:53,3:10:41
2252,2012,2252,MR1,A8570,China,4:41:59,4:37:46,1:05:04,2:08:39,3:07:09
2253,2013,2253,MR1,A3989,Hong Kong SAR,4:42:02,4:37:17,1:07:52,2:12:02,3:08:19
2254,2014,2254,MR1,A1295,Hong Kong SAR,4:42:05,4:40:27,1:05:32,2:15:22,3:15:11
2255,2015,2255,MR1,A2849,Hong Kong SAR,4:42:05,4:41:38,1:03:31,2:14:39,3:14:47
2256,2016,2256,MR1,A4245,Hong Kong SAR,4:42:09,4:39:24,1:04:52,2:12:00,3:08:38
2257,2017,2257,MR1,A4215,Hong Kong SAR,4:42:13,4:40:30,1:00:03,2:02:14,3:01:49
2258,241,2258,MR1,A4248,China,4:42:14,4:41:32,1:10:37,2:18:09,3:12:36
2259,242,2259,MR1,A3961,China,4:42:14,4:41:32,1:01:50,2:12:34,3:12:35
2260,2018,2260,MR1,A5050,Hong Kong SAR,4:42:15,4:37:48,1:04:24,2:10:44,3:10:49
2261,2019,2261,MR1,A5923,Hong Kong SAR,4:42:15,4:40:13,1:10:37,2:22:39,3:21:55
2262,2020,2262,MR1,A0415,Hong Kong SAR,4:42:18,4:40:56,1:05:23,2:09:37,3:07:47
2263,2021,2263,MR1,A0098,Hong Kong SAR,4:42:21,4:40:36,1:01:28,2:07:30,3:08:05
2264,2022,2264,MR1,A1153,Hong Kong SAR,4:42:22,4:36:46,1:11:01,2:17:29,3:15:12
2265,243,2265,MR1,A6797,Hong Kong SAR,4:42:22,4:36:31,1:13:30,2:25:24,3:21:49
2266,2023,2266,MR1,A3505,Hong Kong SAR,4:42:23,4:36:01,1:10:13,2:13:57,3:07:59
2267,2024,2267,MR1,A3334,France,4:42:27,4:41:06,1:04:09,2:12:33,3:12:16
2268,2025,2268,MR1,A0520,Hong Kong SAR,4:42:27,4:36:00,1:17:57,2:32:43,3:26:38
2269,2026,2269,MR1,A0013,Hong Kong SAR,4:42:28,4:39:45,1:05:46,2:14:14,3:11:01
2270,2027,2270,MR1,A2027,Hong Kong SAR,4:42:32,4:36:26,1:10:37,2:18:29,3:17:34
2271,2028,2271,MR1,A1497,Hong Kong SAR,4:42:34,4:39:19,1:11:01,2:22:08,3:18:08
2272,2029,2272,MR1,A6698,Hong Kong SAR,4:42:34,4:40:16,1:12:07,2:23:13,3:22:26
2273,244,2273,MR1,A2373,Hong Kong SAR,4:42:35,4:38:53,1:11:47,2:20:38,3:17:33
2274,2030,2274,MR1,A3853,Hong Kong SAR,4:42:36,4:38:47,1:10:42,2:17:54,3:14:40
2275,2031,2275,MR1,A7082,Hong Kong SAR,4:42:37,4:37:19,1:10:50,2:17:20,3:13:12
2276,245,2276,MR1,A8931,Japan,4:42:38,4:35:09,1:14:05,2:24:15,3:20:35
2277,246,2277,MR1,A8978,Japan,4:42:38,4:35:09,1:12:26,2:16:48,3:10:18
2278,2032,2278,MR1,A0972,China,4:42:39,4:40:56,1:05:24,2:11:26,3:10:59
2279,2033,2279,MR1,A5697,China,4:42:41,4:42:36,0:56:46,2:04:30,3:09:56
2280,2034,2280,MR1,A1580,Hong Kong SAR,4:42:42,4:38:31,1:11:40,2:22:26,3:20:49
2281,2035,2281,MR1,A6852,China,4:42:43,4:39:31,1:05:49,2:11:04,3:15:57
2282,247,2282,MR1,A3952,Malaysia,4:42:47,4:41:14,1:04:16,2:15:10,3:14:55
2283,248,2283,MR1,A7344,China,4:42:48,4:38:02,1:15:32,2:26:04,3:22:22
2284,2036,2284,MR1,A6693,Hong Kong SAR,4:42:48,4:39:57,1:03:32,2:10:26,3:08:27
2285,2037,2285,MR1,A0229,Hong Kong SAR,4:42:48,4:40:20,1:04:56,2:13:05,3:12:44
2286,2038,2286,MR1,A5548,China,4:42:48,4:42:22,0:59:44,2:07:07,3:07:17
2287,249,2287,MR1,A4914,China,4:42:50,4:41:54,1:06:53,2:16:07,3:15:00
2288,2039,2288,MR1,A8892,China,4:42:51,4:42:21,1:05:35,2:15:32,3:10:31
2289,2040,2289,MR1,A8000,Hong Kong SAR,4:42:51,4:39:15,1:07:43,2:14:44,3:14:33
2290,2041,2290,MR1,A8757,Taiwan,4:42:52,4:42:28,1:04:56,2:17:17,3:17:17
2291,2042,2291,MR1,A7761,Hong Kong SAR,4:42:53,4:39:29,1:11:32,2:19:39,3:16:53
2292,2043,2292,MR1,A4984,Hong Kong SAR,4:42:54,4:37:29,1:08:25,2:13:08,3:09:59
2293,2044,2293,MR1,A8176,China,4:42:55,4:41:51,0:57:49,2:01:01,3:04:43
2294,2045,2294,MR1,A7249,Hong Kong SAR,4:42:56,4:40:38,1:05:29,2:13:15,3:11:43
2295,2046,2295,MR1,A5996,Hong Kong SAR,4:42:58,4:39:11,1:10:20,2:19:02,3:17:43
2296,2047,2296,MR1,A6138,Hong Kong SAR,4:42:59,4:41:25,1:03:39,2:08:40,3:04:41
2297,2048,2297,MR1,A4207,Hong Kong SAR,4:43:00,4:39:58,1:05:39,,3:12:55
2298,250,2298,MR1,A5737,New Zealand,4:43:02,4:42:35,1:02:04,2:13:19,3:12:54
2299,2049,2299,MR1,A7720,Hong Kong SAR,4:43:02,4:41:39,1:01:03,2:08:36,3:07:03
2300,251,2300,MR1,A4782,Malaysia,4:43:03,4:40:28,1:11:18,2:22:32,3:19:49
2301,2050,2301,MR1,A5895,Hong Kong SAR,4:43:05,4:40:32,1:15:39,2:26:47,3:24:37
2302,2051,2302,MR1,A1501,Hong Kong SAR,4:43:07,4:39:39,1:06:17,2:11:56,3:08:49
2303,2052,2303,MR1,A6557,China,4:43:09,4:41:42,1:04:31,2:13:12,3:12:51
2304,2053,2304,MR1,A0197,Hong Kong SAR,4:43:10,4:37:25,1:12:33,2:18:22,3:14:22
2305,2054,2305,MR1,A0393,Hong Kong SAR,4:43:11,4:41:34,1:04:59,2:12:47,3:11:56
2306,2055,2306,MR1,A8752,Japan,4:43:11,4:40:50,1:13:58,2:25:02,3:21:50
2307,252,2307,MR1,A0611,China,4:43:15,4:40:49,1:05:15,2:13:52,3:17:10
2308,2056,2308,MR1,A0730,Hong Kong SAR,4:43:16,4:40:04,1:06:25,2:10:52,3:07:16
2309,2057,2309,MR1,A8789,Japan,4:43:17,4:41:49,1:04:30,2:12:18,3:12:17
2310,2058,2310,MR1,A7014,Hong Kong SAR,4:43:17,4:41:49,1:07:40,2:18:23,3:16:11
2311,253,2311,MR1,A2541,Hong Kong SAR,4:43:18,4:37:32,1:12:42,2:24:42,3:23:22
2312,2059,2312,MR1,A3146,Hong Kong SAR,4:43:20,4:39:02,1:07:27,2:14:23,3:12:28
2313,2060,2313,MR1,A0323,Hong Kong SAR,4:43:21,4:37:19,1:15:59,2:26:22,3:24:20
2314,2061,2314,MR1,A6518,China,4:43:24,4:37:53,1:04:42,2:04:33,2:59:40
2315,2062,2315,MR1,A2661,China,4:43:25,4:43:19,1:07:20,2:19:58,3:17:24
2316,2063,2316,MR1,A1662,Hong Kong SAR,4:43:27,4:39:25,1:12:11,2:21:08,3:19:02
2317,2064,2317,MR1,A4705,Hong Kong SAR,4:43:27,4:42:27,1:02:12,2:08:10,3:09:05
2318,2065,2318,MR1,A3130,Hong Kong SAR,4:43:28,4:39:16,1:09:50,2:18:31,3:14:19
2319,254,2319,MR1,A6597,Japan,4:43:29,4:37:18,1:14:54,2:25:45,
2320,2066,2320,MR1,A3232,Hong Kong SAR,4:43:33,4:39:51,1:07:33,2:18:42,3:17:33
2321,2067,2321,MR1,A3614,Hong Kong SAR,4:43:36,4:43:03,0:58:54,2:05:21,3:06:13
2322,2068,2322,MR1,A5726,China,4:43:39,4:41:17,1:07:33,2:16:18,3:15:31
2323,255,2323,MR1,A4804,China,4:43:40,4:39:03,1:13:31,,3:17:38
2324,2069,2324,MR1,A1116,Hong Kong SAR,4:43:42,4:41:06,0:59:19,2:01:47,3:02:34
2325,2070,2325,MR1,A7149,Hong Kong SAR,4:43:44,4:38:23,1:07:10,2:13:23,3:09:54
2326,2071,2326,MR1,A5221,Hong Kong SAR,4:43:45,4:43:10,1:01:58,2:12:56,3:13:43
2327,2072,2327,MR1,A1933,Hong Kong SAR,4:43:46,4:41:49,1:03:05,2:08:54,3:06:12
2328,2073,2328,MR1,A6851,Hong Kong SAR,4:43:47,4:39:40,1:12:36,2:24:17,3:20:49
2329,2074,2329,MR1,A3944,Hong Kong SAR,4:43:48,4:38:31,1:12:29,2:19:48,3:15:02
2330,256,2330,MR1,A8618,China,4:43:48,4:43:25,1:03:26,2:16:38,3:17:02
2331,2075,2331,MR1,A6816,China,4:43:48,4:43:10,1:05:34,2:16:57,3:13:59
2332,2076,2332,MR1,A3145,Hong Kong SAR,4:43:51,4:41:22,1:09:19,2:21:30,3:20:34
2333,2077,2333,MR1,A5578,Hong Kong SAR,4:43:52,4:38:51,1:13:57,2:24:12,3:23:54
2334,2078,2334,MR1,A1669,China,4:43:52,4:43:03,1:02:36,2:09:20,3:09:43
2335,2079,2335,MR1,A6637,China,4:43:56,4:42:10,1:08:04,2:20:08,3:18:48
2336,257,2336,MR1,A4417,China,4:43:58,4:42:08,1:08:40,2:21:53,3:20:33
2337,2080,2337,MR1,A1923,China,4:44:01,4:39:55,1:07:55,2:19:07,3:08:03
2338,2081,2338,MR1,A7799,Hong Kong SAR,4:44:02,4:40:17,1:10:14,2:03:02,3:17:08
2339,2082,2339,MR1,A6462,Hong Kong SAR,4:44:02,4:40:16,1:10:16,2:22:34,3:21:24
2340,2083,2340,MR1,A3810,Hong Kong SAR,4:44:03,4:40:05,1:11:14,2:17:06,3:10:01
2341,2084,2341,MR1,A1017,Hong Kong SAR,4:44:05,4:40:30,1:06:35,2:12:40,3:11:19
2342,2085,2342,MR1,A2860,Hong Kong SAR,4:44:07,4:43:41,1:06:06,2:19:58,3:18:23
2343,2086,2343,MR1,A3111,Hong Kong SAR,4:44:07,4:39:16,1:09:48,2:19:23,3:17:16
2344,2087,2344,MR1,A3860,Hong Kong SAR,4:44:09,4:41:17,1:08:31,2:16:28,3:15:05
2345,2088,2345,MR1,A8971,Japan,4:44:09,4:42:47,1:05:59,2:14:04,3:09:54
2346,2089,2346,MR1,A4134,Hong Kong SAR,4:44:09,4:43:46,1:06:02,2:18:37,3:17:08
2347,258,2347,MR1,A4349,Hong Kong SAR,4:44:10,4:41:09,1:03:42,2:11:17,3:11:24
2348,2090,2348,MR1,A1019,Hong Kong SAR,4:44:10,4:42:49,1:08:04,2:16:56,3:15:33
2349,2091,2349,MR1,A2688,Hong Kong SAR,4:44:13,4:40:29,1:01:07,2:02:27,3:02:00
2350,2092,2350,MR1,A7359,Hong Kong SAR,4:44:18,4:38:40,1:11:23,2:19:19,3:20:31
2351,2093,2351,MR1,A1575,Hong Kong SAR,4:44:18,4:42:13,1:04:30,2:12:40,3:17:20
2352,2094,2352,MR1,A6831,Hong Kong SAR,4:44:20,4:41:53,1:06:44,2:15:42,3:13:31
2353,2095,2353,MR1,A4212,Hong Kong SAR,4:44:21,4:38:31,1:10:32,2:15:36,3:15:04
2354,2096,2354,MR1,A0569,Hong Kong SAR,4:44:22,4:41:56,1:10:30,2:20:51,3:19:15
2355,259,2355,MR1,A2930,Hong Kong SAR,4:44:23,4:39:57,1:03:02,2:07:55,3:12:52
2356,2097,2356,MR1,A3035,Macao SAR,4:44:24,4:41:24,1:06:53,2:14:46,3:12:10
2357,2098,2357,MR1,A8519,China,4:44:24,4:42:11,1:05:38,2:11:50,3:11:25
2358,2099,2358,MR1,A1030,Hong Kong SAR,4:44:25,4:43:25,1:04:48,2:14:20,3:13:18
2359,2100,2359,MR1,A7885,Hong Kong SAR,4:44:25,4:43:54,0:54:48,2:02:16,2:59:46
2360,2101,2360,MR1,A1158,Hong Kong SAR,4:44:26,4:38:14,1:12:02,2:21:48,3:18:47
2361,2102,2361,MR1,A8318,China,4:44:27,4:44:22,1:02:12,2:13:25,3:16:25
2362,2103,2362,MR1,A2837,China,4:44:27,4:44:16,1:05:15,2:18:08,3:14:39
2363,2104,2363,MR1,A1454,Hong Kong SAR,4:44:28,4:42:07,1:14:19,2:28:26,3:26:38
2364,2105,2364,MR1,A7887,Hong Kong SAR,4:44:28,4:38:50,1:14:04,2:24:16,3:19:49
2365,260,2365,MR1,A7984,Hong Kong SAR,4:44:29,4:39:28,1:15:59,2:26:45,3:21:48
2366,2106,2366,MR1,A9089,China,4:44:32,4:41:19,1:08:40,2:15:18,3:13:48
2367,2107,2367,MR1,A2387,Hong Kong SAR,4:44:33,4:41:19,1:11:44,2:20:15,3:16:45
2368,2108,2368,MR1,A7255,Hong Kong SAR,4:44:35,4:42:20,1:09:06,2:19:32,3:20:19
2369,2109,2369,MR1,A1408,Hong Kong SAR,4:44:36,4:43:27,1:05:01,2:14:05,3:08:13
2370,2110,2370,MR1,A8860,Japan,4:44:36,4:38:31,1:17:39,2:30:47,3:25:57
2371,2111,2371,MR1,A4213,Hong Kong SAR,4:44:37,4:40:31,1:12:41,2:26:05,3:23:19
2372,2112,2372,MR1,A5039,China,4:44:37,4:40:11,1:10:44,2:19:16,3:16:16
2373,2113,2373,MR1,A0303,Hong Kong SAR,4:44:39,4:39:21,1:16:01,2:26:46,3:23:52
2374,2114,2374,MR1,A1382,Hong Kong SAR,4:44:39,4:41:07,1:00:39,2:06:22,3:07:57
2375,2115,2375,MR1,A9194,China,4:44:41,4:38:49,1:10:02,2:14:13,3:09:13
2376,2116,2376,MR1,A1867,Hong Kong SAR,4:44:42,4:43:27,1:02:54,2:10:05,3:09:22
2377,2117,2377,MR1,A3985,Hong Kong SAR,4:44:42,4:42:19,1:06:03,2:14:45,3:13:45
2378,2118,2378,MR1,A0097,Hong Kong SAR,4:44:43,4:44:06,0:59:42,2:09:04,3:14:32
2379,2119,2379,MR1,A7418,Hong Kong SAR,4:44:44,4:41:56,1:01:27,2:09:53,3:09:52
2380,2120,2380,MR1,A4259,China,4:44:44,4:42:56,1:10:43,2:23:06,3:21:22
2381,2121,2381,MR1,A2144,Hong Kong SAR,4:44:45,4:39:31,1:11:33,2:13:27,3:08:14
2382,261,2382,MR1,A5117,Hong Kong SAR,4:44:45,4:40:33,1:10:15,2:21:21,3:19:42
2383,2122,2383,MR1,A8148,China,4:44:47,4:42:05,1:07:38,2:16:49,3:13:59
2384,2123,2384,MR1,A8509,China,4:44:47,4:42:06,1:07:38,2:16:49,3:13:59
2385,2124,2385,MR1,A5554,Hong Kong SAR,4:44:47,4:39:19,1:09:04,2:16:29,3:13:36
2386,262,2386,MR1,A2641,China,4:44:48,4:39:27,1:15:26,2:22:47,3:18:07
2387,2125,2387,MR1,A6346,Hong Kong SAR,4:44:49,4:39:22,1:12:37,2:22:58,3:16:52
2388,2126,2388,MR1,A0046,Hong Kong SAR,4:44:50,4:41:47,1:05:52,2:14:06,3:14:13
2389,2127,2389,MR1,A3534,Hong Kong SAR,4:44:52,4:41:43,1:07:56,2:15:43,3:10:47
2390,263,2390,MR1,A7348,Thailand,4:44:53,4:41:19,1:12:35,2:21:52,3:20:02
2391,2128,2391,MR1,A4838,Hong Kong SAR,4:44:53,4:39:03,1:14:07,2:26:27,3:25:08
2392,2129,2392,MR1,A5603,Hong Kong SAR,4:44:53,4:42:06,1:05:03,2:11:13,3:09:17
2393,2130,2393,MR1,A8331,China,4:44:55,4:44:15,0:54:21,1:58:12,2:54:35
2394,2131,2394,MR1,A2402,Hong Kong SAR,4:44:55,4:43:35,1:10:01,2:20:52,3:21:47
2395,2132,2395,MR1,A0219,Hong Kong SAR,4:44:57,4:39:22,1:16:41,2:25:38,3:20:16
2396,2133,2396,MR1,A3293,Hong Kong SAR,4:44:58,4:41:58,1:07:51,2:16:43,3:16:32
2397,2134,2397,MR1,A7714,China,4:44:59,4:42:19,1:04:49,2:13:54,3:14:48
2398,264,2398,MR1,A4641,China,4:44:59,4:42:18,1:04:50,2:13:56,3:14:48
2399,265,2399,MR1,A6390,Hong Kong SAR,4:44:59,4:39:02,1:16:32,2:25:38,3:20:29
2400,2135,2400,MR1,A2686,China,4:45:00,4:42:55,1:03:42,2:14:44,3:10:11
